id,text,category,intent_hint,created_at
CS-03310,I need to reactivate my account asap please.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-03311,My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03312,How do business accounts work for teams? thanks.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03313,When does my billing cycle start and end?,Billing,update_card,2025-08-26 09:10:26.355576
CS-03314,My invoice is incorrect for this month on my laptop and phone.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03315,forgot my phone number and need access thanks.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03316,I was charged twice for my subscription today.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03317,I'm getting error code E500 on login for my account.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03318,Pages won't load—could it be a DNS problem? today.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03319,Can you provide a credit note for the overcharge? since this morning.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03320,Can I get a copy of last month's invoice? this week?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03321,Do you support international roaming? asap please.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03322,Do you support international roaming? after the latest update.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03323,How do I update the router firmware? — any quick fix?,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03324,Wi‑Fi keeps dropping on multiple devices for my account.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03325,How long does installation usually take? today.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03326,How do I change my plan without extra charges? today.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03327,I'm not receiving the password code since this morning.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03328,is there an outage in canberra? today.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03329,how do i reset my otp? today.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03330,Which features are included in the standard plan? for my account.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03331,Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03332,I was charged twice for my subscription,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03333,I need to verify my account to sign in after the latest update.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03334,I cannot log in to my account since this morning.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-03335,How do I update the router firmware? for my account.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03336,Is service available at my address in Darwin?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03337,What are the prices and data limits for each plan? after the latest update.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03338,i need a tax invoice with abn for my records since this morning?,Billing,update_card,2025-08-26 09:10:26.355576
CS-03339,My security isn't working and I can't sign in this week.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-03340,Login keeps failing with an 'invalid credentials' message after the latest update?,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03341,I cannot log in to my account since this morning?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03342,Can you provide a credit note for the overcharge? — any quick fix?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03343,Is there a free trial I can test first?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03344,How do business accounts work for teams? after the latest update.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03345,How long does installation usually take? — any quick fix?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03346,What are your customer support hours? since this morning.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03347,Do you support international roaming? thanks.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03348,I cannot log in to my account — any quick fix?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03349,I need to verify my account to sign in,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03350,Is there an outage in Melbourne? thanks.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-03351,Is there a free trial I can test first? today?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03352,please help me update my registered username,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-03353,i want to know about your plans today.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03354,Experiencing packet loss while gaming after the latest update.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03355,Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03356,Wi‑Fi keeps dropping on multiple devices for my account.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03357,I want to cancel my subscription before renewal today.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03358,Is there a free trial I can test first? thanks.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03359,Is service available at my address in Newcastle? asap please.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03360,Login keeps failing with an 'invalid credentials' message after the latest update.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03361,I want to know about your plans asap please.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03362,Speed is very slow compared to my plan after the latest update.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03363,Is service available at my address in Brisbane? on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03364,How do I update my card details? for my account.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03365,I need to verify my account to sign in for my account.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03366,Internet is not working in my area thanks?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03367,forgot my otp and need access — any quick fix?,Account Access,login,2025-08-26 09:10:26.355576
CS-03368,Is service available at my address in Adelaide? after the latest update.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03369,Speed is very slow compared to my plan on my laptop and phone.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03370,Is service available at my address in Newcastle? asap please.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03371,I want to deactivate my account this week.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03372,How do I update my card details? asap please.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03373,What are your customer support hours? today?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03374,My promo code didn't apply at checkout — any quick fix?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03375,Is service available at my address in Adelaide? asap please?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03376,I want to cancel my subscription before renewal since this morning.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03377,Is service available at my address in Adelaide? for my account?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-03378,When does my billing cycle start and end? after the latest update.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03379,Forgot my security and need access on my laptop and phone.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03380,Login keeps failing with an 'invalid credentials' message — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03381,High latency during video calls since yesterday for my account.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03382,My router keeps disconnecting every few minutes thanks.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03383,I want to deactivate my account asap please.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03384,How do I update my card details? asap please.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03385,My router keeps disconnecting every few minutes after the latest update.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-03386,How long does installation usually take? — please advise.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03387,Can you provide a credit note for the overcharge? after the latest update.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03388,I need to verify my account to sign in for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-03389,I cannot log in to my account this week.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03390,How do I reset my OTP? today.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03391,I need to reactivate my account on my laptop and phone.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03392,My 2FA isn't working and I can't sign in,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03393,Internet is not working in my area — please advise.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03394,is there an outage in melbourne? asap please?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03395,My 2FA isn't working and I can't sign in — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03396,I'm getting error code NET-21 on login asap please.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03397,I want to know about your plans since this morning.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03398,how do i update the router firmware? asap please.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03399,My router keeps disconnecting every few minutes — please advise?,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03400,Certain ports appear to be blocked on my network since this morning.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03401,I want to deactivate my account today?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03402,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03403,How do I update my card details? asap please.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03404,How long does installation usually take? — any quick fix?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03405,How do I update my card details? today.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03406,the app crashes when i try to open settings,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03407,I got locked out after too many attempts — please advise.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03408,Certain ports appear to be blocked on my network — any quick fix?,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03409,I got locked out after too many attempts today?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03410,What are the prices and data limits for each plan? for my account.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03411,my router keeps disconnecting every few minutes asap please.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03412,I want to know about your plans — please advise.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03413,i want to know about your plans on my laptop and phone.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03414,Login keeps failing with an 'invalid credentials' message this week.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03415,How can I change my email address? asap please.,Account Access,login,2025-08-26 09:10:26.355576
CS-03416,I want to cancel my subscription before renewal today.,Billing,update_card,2025-08-26 09:10:26.355576
CS-03417,What are your customer support hours? asap please?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03418,How do I reset my username? — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03419,How do I update my card details? this week?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03420,What are the contract terms—month‑to‑month or annual? after the latest update.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03421,Experiencing packet loss while gaming — please advise.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03422,Payment failed but the money was deducted after the latest update.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03423,Which features are included in the standard plan? — please advise.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03424,How do I change my plan without extra charges? for my account.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03425,I need to reactivate my account — please advise?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03426,pages won't load—could it be a dns problem? since this morning?,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03427,my promo code didn't apply at checkout asap please.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03428,I want to cancel my subscription before renewal since this morning.,Billing,update_card,2025-08-26 09:10:26.355576
CS-03429,Do you support international roaming? today?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03430,I was charged twice for my subscription — any quick fix?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03431,How can I change my email address?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03432,Can I get a copy of last month's invoice? — please advise.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03433,My invoice is incorrect for this month today.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03434,i want to know about your plans on my laptop and phone.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03435,Speed is very slow compared to my plan asap please.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03436,What are the prices and data limits for each plan? this week.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03437,Can you provide a credit note for the overcharge? on my laptop and phone?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03438,Can I get a copy of last month's invoice? on my laptop and phone?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03439,I'm getting error code AUTH-07 on login since this morning.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03440,What are the contract terms—month‑to‑month or annual? thanks.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03441,my promo code didn't apply at checkout thanks?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03442,I'm not receiving the password code on my laptop and phone.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03443,Is service available at my address in Newcastle?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03444,I was charged twice for my subscription asap please.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03445,Please help me update my registered security for my account.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03446,I want to cancel my subscription before renewal since this morning?,Billing,update_card,2025-08-26 09:10:26.355576
CS-03447,How do I update the router firmware? asap please.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03448,I cannot log in to my account thanks.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-03449,high latency during video calls since yesterday for my account?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03450,What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03451,I want to cancel my subscription before renewal for my account?,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03452,I need a tax invoice with ABN for my records — please advise.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03453,Internet is not working in my area on my laptop and phone.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03454,Forgot my OTP and need access?,Account Access,login,2025-08-26 09:10:26.355576
CS-03455,Certain ports appear to be blocked on my network today.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03456,What are the contract terms—month‑to‑month or annual? — please advise.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-03457,i need to verify my account to sign in thanks?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03458,How do I change my plan without extra charges? since this morning.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03459,Can you provide a credit note for the overcharge? since this morning.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03460,I want to know about your plans today.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03461,how do i reset my security? asap please.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-03462,I was charged twice for my subscription — please advise.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03463,Internet is not working in my area today?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03464,How do I update my card details? on my laptop and phone.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03465,I want to cancel my subscription before renewal,Billing,refund,2025-08-26 09:10:26.355576
CS-03466,I need to verify my account to sign in asap please?,Account Access,login,2025-08-26 09:10:26.355576
CS-03467,The app crashes when I try to open settings thanks?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03468,How do I update my card details? — please advise.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03469,I'm not receiving the phone number code thanks.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03470,I need a tax invoice with ABN for my records after the latest update.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03471,i got locked out after too many attempts asap please.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-03472,What are the contract terms—month‑to‑month or annual? thanks.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03473,Do you have coverage in Canberra? this week?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03474,The app crashes when I try to open settings since this morning.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03475,How do I change my plan without extra charges? — please advise.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03476,Please issue a refund for the mistaken charge for my account.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-03477,please issue a refund for the mistaken charge on my laptop and phone.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03478,My router keeps disconnecting every few minutes for my account.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03479,Is service available at my address in Sydney? today.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-03480,Do you offer a student discount? thanks.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03481,Is there a free trial I can test first? — any quick fix?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03482,What are the prices and data limits for each plan? after the latest update?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03483,Is service available at my address in Melbourne? today.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03484,How do I reset my OTP? asap please?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03485,why does my session keep expiring so fast? this week.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-03486,Wi‑Fi keeps dropping on multiple devices thanks.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03487,How do I reset my 2FA? — any quick fix?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-03488,Can you provide a credit note for the overcharge? this week.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03489,My router keeps disconnecting every few minutes since this morning.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03490,The app crashes when I try to open settings after the latest update.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03491,internet is not working in my area asap please.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03492,I want to know about your plans this week.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03493,Can you provide a credit note for the overcharge? for my account.,Billing,refund,2025-08-26 09:10:26.355576
CS-03494,I'm not receiving the 2FA code after the latest update.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-03495,Do you have coverage in Melbourne?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03496,My invoice is incorrect for this month this week.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03497,How do I change my plan without extra charges? after the latest update?,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03498,Why does my session keep expiring so fast? this week.,Account Access,login,2025-08-26 09:10:26.355576
CS-03499,I need to reactivate my account since this morning.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03500,how do business accounts work for teams? asap please.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03501,How do I update the router firmware? — please advise.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-03502,Do you offer a student discount? thanks.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03503,What are the prices and data limits for each plan? — please advise.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03504,I got locked out after too many attempts today.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03505,The app crashes when I try to open settings — please advise.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03506,How do business accounts work for teams? after the latest update?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03507,My promo code didn't apply at checkout,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03508,What are your customer support hours? on my laptop and phone.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03509,What are your customer support hours? since this morning.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03510,Payment failed but the money was deducted — any quick fix?,Billing,refund,2025-08-26 09:10:26.355576
CS-03511,Please help me update my registered 2FA today.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03512,Internet is not working in my area on my laptop and phone.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-03513,is there a free trial i can test first? — please advise.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03514,How do business accounts work for teams? on my laptop and phone.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03515,my router keeps disconnecting every few minutes — please advise.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03516,i want to deactivate my account for my account?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03517,Do you have coverage in Sydney? — please advise.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03518,How long does installation usually take? on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03519,I want to cancel my subscription before renewal asap please.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03520,login keeps failing with an 'invalid credentials' message — please advise.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03521,is there a free trial i can test first? thanks.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03522,Payment failed but the money was deducted today?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03523,do you offer a student discount? this week.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03524,How do I change my plan without extra charges? for my account.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03525,High latency during video calls since yesterday?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03526,How do I reset my username? asap please.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03527,Please issue a refund for the mistaken charge asap please.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03528,Can you provide a credit note for the overcharge? after the latest update?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03529,What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03530,Please help me update my registered security today.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-03531,Speed is very slow compared to my plan today.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03532,Speed is very slow compared to my plan for my account.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03533,How do I update the router firmware? thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03534,My promo code didn't apply at checkout this week.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-03535,My invoice is incorrect for this month after the latest update?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03536,Speed is very slow compared to my plan — any quick fix?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03537,How long does installation usually take? — please advise?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03538,How long does installation usually take? on my laptop and phone.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-03539,Do you offer a student discount? on my laptop and phone.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03540,The app crashes when I try to open settings since this morning.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03541,How long does installation usually take? today.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03542,I need to reactivate my account for my account?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03543,My promo code didn't apply at checkout today?,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03544,How do I update the router firmware? for my account.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-03545,My invoice is incorrect for this month thanks?,Billing,refund,2025-08-26 09:10:26.355576
CS-03546,Is there an outage in Hobart? since this morning.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03547,Wi‑Fi keeps dropping on multiple devices — please advise.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03548,Can I get a copy of last month's invoice? for my account.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03549,I want to know about your plans asap please.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03550,The app crashes when I try to open settings for my account.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03551,Wi‑Fi keeps dropping on multiple devices,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-03552,Is service available at my address in Melbourne?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03553,Is there an outage in Sydney? — any quick fix?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03554,Is there a free trial I can test first? for my account.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03555,Pages won't load—could it be a DNS problem? for my account.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03556,my invoice is incorrect for this month on my laptop and phone.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03557,How do I change my plan without extra charges? thanks.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03558,I'm not receiving the 2FA code this week.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03559,What are the prices and data limits for each plan? this week.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03560,Is there an outage in Darwin? asap please.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03561,How do I change my plan without extra charges? today.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03562,How do I update the router firmware? today.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03563,I was charged twice for my subscription asap please.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03564,Do you have coverage in Gold Coast? for my account?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03565,I need to verify my account to sign in this week.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03566,How do I update my card details? — please advise.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-03567,i want to deactivate my account since this morning.,Account Access,login,2025-08-26 09:10:26.355576
CS-03568,I'm not receiving the username code for my account.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03569,i need to reactivate my account — please advise.,Account Access,login,2025-08-26 09:10:26.355576
CS-03570,How do business accounts work for teams?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03571,what are the contract terms—month‑to‑month or annual? for my account.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03572,What are the contract terms—month‑to‑month or annual? for my account.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03573,what are your customer support hours? this week?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03574,I need a tax invoice with ABN for my records — please advise.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03575,Do you support international roaming? — any quick fix?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03576,which features are included in the standard plan? today?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03577,Do you offer a student discount? this week.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03578,I want to deactivate my account thanks.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03579,When does my billing cycle start and end? — please advise.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03580,Which features are included in the standard plan? since this morning.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03581,I'm not receiving the username code since this morning?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-03582,What are the contract terms—month‑to‑month or annual? since this morning.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03583,How can I change my email address? for my account?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03584,Please issue a refund for the mistaken charge this week.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03585,My OTP isn't working and I can't sign in,Account Access,security_alert,2025-08-26 09:10:26.355576
